Date,Open,High,Low,Close,Adj Close,Volume
2002-07-30,81.750000,81.900002,81.519997,81.519997,42.359905,6100
2002-07-31,81.949997,82.800003,81.900002,82.529999,42.884720,29400
2002-08-01,82.540001,83.019997,82.540001,83.000000,43.128971,25000
2002-08-02,83.160004,84.099998,82.879997,83.849998,43.570641,52800
2002-08-05,84.040001,84.440002,83.849998,84.220001,43.762890,61100
2002-08-06,83.870003,83.900002,83.220001,83.500000,43.388767,64900
2002-08-07,83.599998,84.139999,83.360001,83.699997,43.492691,40300
2002-08-08,83.580002,83.769997,83.360001,83.699997,43.492691,40900
2002-08-09,84.000000,84.879997,84.000000,84.879997,44.105824,35900
2002-08-12,85.300003,86.699997,85.139999,85.400002,44.376011,32100
2002-08-13,85.779999,86.470001,85.370003,86.449997,44.921627,75400
2002-08-14,87.459999,87.900002,86.750000,86.779999,45.093151,130000
2002-08-15,86.379997,86.500000,85.849998,86.019997,44.698208,87100
2002-08-16,86.440002,86.519997,84.820000,85.059998,44.199360,85000
2002-08-19,85.050003,85.339996,84.709999,85.320000,44.334484,47300
2002-08-20,85.620003,86.290001,85.599998,86.269997,44.828110,40800
2002-08-21,85.680000,86.099998,85.629997,85.809998,44.589119,40000
2002-08-22,85.550003,85.550003,85.059998,85.059998,44.199360,34400
2002-08-23,85.199997,85.949997,85.199997,85.900002,44.635860,20100
2002-08-26,85.699997,86.209999,85.669998,85.980003,44.677422,23900
2002-08-27,85.400002,85.680000,85.199997,85.440002,44.396854,301800
2002-08-28,86.040001,86.180000,85.839996,85.870003,44.620270,18100
2002-08-29,86.760002,86.860001,86.349998,86.559998,44.978798,135700
2002-08-30,86.750000,87.129997,86.449997,87.080002,45.249020,78100
2002-09-03,87.080002,88.040001,87.000000,88.040001,45.944664,102100
2002-09-04,88.029999,88.300003,87.839996,88.019997,45.934193,66300
2002-09-05,88.570000,88.650002,87.379997,88.500000,46.184731,648400
2002-09-06,87.970001,88.190002,87.199997,87.459999,45.641949,140000
2002-09-09,87.500000,87.830002,87.260002,87.330002,45.574162,83800
2002-09-10,87.169998,88.000000,87.000000,87.750000,45.793293,336000
2002-09-11,87.000000,87.300003,86.750000,87.290001,45.553234,177700
2002-09-12,87.480003,88.139999,87.470001,87.970001,45.908112,43400
2002-09-13,88.330002,88.940002,88.180000,88.779999,46.330841,155100
2002-09-16,89.199997,89.220001,88.900002,88.930000,46.409088,73000
2002-09-17,88.639999,89.320000,88.360001,89.099998,46.497818,75400
2002-09-18,89.160004,89.559998,89.019997,89.120003,46.508274,196600
2002-09-19,89.699997,89.769997,89.260002,89.720001,46.821369,109900
2002-09-20,89.449997,89.519997,89.059998,89.300003,46.602173,113500
2002-09-23,90.000000,90.239998,89.769997,90.099998,47.019699,163200
2002-09-24,90.300003,90.940002,90.209999,90.680000,47.322380,251900
2002-09-25,90.099998,90.360001,89.260002,89.580002,46.748283,127200
2002-09-26,89.050003,89.529999,88.610001,89.370003,46.638714,429000
2002-09-27,89.529999,90.040001,89.480003,90.040001,46.988377,298200
2002-09-30,90.660004,90.900002,90.080002,90.400002,47.176254,297800
2002-10-01,89.160004,89.300003,88.800003,88.940002,46.591110,257500
2002-10-02,89.239998,89.480003,88.839996,89.449997,46.858284,91000
2002-10-03,89.300003,89.510002,88.800003,89.230003,46.743034,29900
2002-10-04,88.400002,89.720001,88.400002,89.510002,46.889690,131000
2002-10-07,89.900002,89.959999,89.459999,89.660004,46.968224,433800
2002-10-08,89.500000,90.519997,89.360001,89.690002,46.983990,530900
2002-10-09,90.300003,90.379997,89.949997,90.150002,47.224979,402900
2002-10-10,90.169998,90.169998,89.279999,89.440002,46.853058,97100
2002-10-11,89.099998,89.220001,88.059998,88.379997,46.297752,421800
2002-10-14,88.500000,88.550003,88.070000,88.250000,46.229675,18300
2002-10-15,87.000000,87.300003,86.150002,86.160004,45.134781,297100
2002-10-16,86.599998,86.599998,85.889999,86.199997,45.155750,125200
2002-10-17,85.139999,85.559998,85.070000,85.150002,44.605724,233400
2002-10-18,85.019997,85.389999,84.279999,85.370003,44.720966,459100
2002-10-21,85.500000,85.599998,84.500000,84.540001,44.286137,134900
2002-10-22,84.849998,84.849998,84.220001,84.300003,44.160454,205000
2002-10-23,84.750000,85.199997,84.180000,84.330002,44.176174,127800
2002-10-24,84.160004,85.250000,84.080002,85.070000,44.563812,339600
2002-10-25,85.349998,85.559998,85.150002,85.379997,44.726215,146100
2002-10-28,85.559998,85.639999,85.199997,85.260002,44.663326,97800
2002-10-29,85.820000,86.889999,85.769997,86.370003,45.244835,125000
2002-10-30,86.370003,86.680000,86.070000,86.339996,45.229107,31900
2002-10-31,86.050003,86.860001,86.019997,86.730003,45.433399,512700
2002-11-01,86.300003,86.930000,85.250000,85.980003,45.243435,125100
2002-11-04,85.480003,85.750000,85.250000,85.599998,45.043488,342500
2002-11-05,85.599998,85.599998,85.089996,85.269997,44.869831,73800
2002-11-06,85.050003,86.129997,84.910004,85.610001,45.048748,118500
2002-11-07,87.050003,87.730003,86.849998,87.730003,46.164322,147900
2002-11-08,88.400002,88.650002,87.949997,88.440002,46.537918,294700
2002-11-11,88.550003,88.919998,88.400002,88.919998,46.790482,70000
2002-11-12,89.150002,89.150002,88.370003,88.410004,46.522121,494300
2002-11-13,88.449997,88.690002,87.959999,88.599998,46.622120,104700
2002-11-14,87.650002,87.650002,86.760002,86.760002,45.653870,118000
2002-11-15,86.540001,87.230003,86.260002,87.110001,45.838089,110700
2002-11-18,87.019997,87.629997,86.959999,87.500000,46.043301,32200
2002-11-19,87.949997,88.230003,87.510002,87.820000,46.211666,51800
2002-11-20,88.199997,88.220001,86.809998,86.959999,45.759144,307400
2002-11-21,86.500000,86.500000,85.860001,86.120003,45.317112,323200
2002-11-22,86.330002,86.389999,85.879997,86.040001,45.275036,184800
2002-11-25,86.000000,86.379997,85.800003,85.879997,45.190804,288200
2002-11-26,86.199997,87.019997,86.150002,86.959999,45.759144,377800
2002-11-27,86.250000,86.330002,84.959999,85.000000,44.727745,325600
2002-11-29,85.160004,85.629997,85.139999,85.550003,45.017204,31700
2002-12-02,84.360001,85.400002,84.150002,85.239998,45.058914,284900
2002-12-03,85.699997,85.699997,85.120003,85.360001,45.122364,113800
2002-12-04,85.900002,86.000000,85.550003,85.800003,45.354988,129000
2002-12-05,85.279999,86.279999,85.260002,86.019997,45.471233,206400
2002-12-06,87.000000,87.089996,85.760002,86.169998,45.550529,440500
2002-12-09,86.199997,86.849998,86.169998,86.650002,45.804291,400300
2002-12-10,86.610001,86.930000,86.500000,86.879997,45.925865,151600
2002-12-11,87.150002,87.650002,86.959999,87.459999,46.232452,163800
2002-12-12,87.059998,87.599998,87.059998,87.379997,46.190174,135800
2002-12-13,87.139999,87.160004,86.529999,86.529999,45.740864,425800
2002-12-16,86.900002,86.900002,85.839996,85.879997,45.397221,115700
2002-12-17,86.300003,86.349998,85.680000,85.879997,45.397221,290600
2002-12-18,86.480003,86.690002,86.250000,86.550003,45.751419,191000
2002-12-19,86.800003,87.489998,86.650002,87.320000,46.158459,134400
2002-12-20,87.230003,87.559998,87.150002,87.379997,46.190174,41900
2002-12-23,87.360001,87.400002,86.250000,87.400002,46.200741,74200
2002-12-24,88.000000,88.080002,87.839996,87.889999,46.459763,46600
2002-12-26,87.900002,88.059998,87.730003,88.059998,46.549599,13500
2002-12-27,88.550003,89.029999,88.279999,89.029999,47.062366,140200
2002-12-30,88.900002,89.239998,88.629997,89.239998,47.173355,274900
2002-12-31,88.949997,89.330002,88.320000,88.570000,47.054371,109400
2003-01-02,87.699997,87.900002,86.209999,86.279999,45.837742,192100
2003-01-03,86.150002,86.540001,85.830002,86.480003,45.944038,311200
2003-01-06,86.169998,86.290001,85.809998,86.250000,45.821815,35600
2003-01-07,86.190002,86.750000,86.169998,86.559998,45.986542,69800
2003-01-08,86.879997,87.139999,86.779999,86.989998,46.214981,160100
2003-01-09,86.169998,86.169998,85.019997,85.320000,45.327778,237500
2003-01-10,85.919998,85.919998,85.120003,85.540001,45.444637,145200
2003-01-13,85.540001,85.870003,85.400002,85.680000,45.519016,53300
2003-01-14,86.000000,86.279999,85.959999,85.980003,45.678398,98900
2003-01-15,86.279999,86.699997,86.199997,86.400002,45.901554,129600
2003-01-16,86.379997,86.599998,85.620003,86.519997,45.965286,57900
2003-01-17,87.099998,87.239998,86.930000,86.949997,46.193729,97700
2003-01-21,86.879997,87.449997,86.800003,87.449997,46.459335,107500
2003-01-22,87.680000,87.900002,87.519997,87.879997,46.687767,107100
2003-01-23,87.320000,87.699997,87.300003,87.449997,46.459335,110700
2003-01-24,87.739998,88.440002,87.739998,87.970001,46.735645,285300
2003-01-27,87.900002,88.040001,87.500000,87.650002,46.565598,150500
2003-01-28,87.650002,87.779999,87.099998,87.650002,46.565598,454700
2003-01-29,87.830002,87.879997,86.980003,87.169998,46.310627,221400
2003-01-30,87.199997,87.900002,87.099998,87.820000,46.655899,108600
2003-01-31,87.900002,88.209999,87.540001,88.059998,46.783394,182300
2003-02-03,87.669998,87.910004,87.309998,87.879997,46.851643,55200
2003-02-04,88.370003,88.400002,88.110001,88.269997,47.059597,56900
2003-02-05,88.230003,88.699997,87.430000,87.510002,46.654438,223300
2003-02-06,87.839996,88.260002,87.790001,88.220001,47.032917,120900
2003-02-07,87.769997,88.519997,87.629997,88.419998,47.139576,247200
2003-02-10,88.120003,88.400002,87.690002,87.800003,46.809059,76600
2003-02-11,87.599998,87.910004,87.430000,87.779999,46.798359,259100
2003-02-12,87.800003,88.129997,87.669998,88.089996,46.963631,121300
2003-02-13,88.269997,89.180000,88.169998,88.570000,47.219536,440200
2003-02-14,88.300003,88.370003,87.610001,87.809998,46.814339,829700
2003-02-18,87.559998,87.980003,87.339996,87.919998,46.872997,213200
2003-02-19,88.389999,88.699997,88.250000,88.519997,47.192844,62100
2003-02-20,88.339996,88.900002,88.339996,88.820000,47.352795,486700
2003-02-21,88.559998,88.720001,88.209999,88.300003,47.075600,250400
2003-02-24,88.879997,88.900002,88.620003,88.720001,47.299511,168200
2003-02-25,89.400002,89.650002,89.000000,89.129997,47.518070,358500
2003-02-26,89.379997,89.750000,89.150002,89.750000,47.848625,334000
2003-02-27,89.459999,89.989998,89.309998,89.900002,47.928589,695700
2003-02-28,89.680000,90.540001,89.580002,90.470001,48.232498,213100
2003-03-03,90.000000,90.449997,89.910004,90.239998,48.291332,204100
2003-03-04,90.129997,90.449997,90.019997,90.300003,48.323433,83100
2003-03-05,90.620003,90.629997,90.040001,90.599998,48.483997,126000
2003-03-06,90.550003,90.680000,90.059998,90.250000,48.296703,166000
2003-03-07,90.720001,90.790001,90.050003,90.559998,48.462570,263800
2003-03-10,90.809998,91.029999,90.680000,91.029999,48.714115,147200
2003-03-11,90.989998,91.160004,90.730003,90.870003,48.628494,82800
2003-03-12,90.919998,91.360001,90.879997,91.199997,48.805073,454800
2003-03-13,90.150002,90.389999,89.519997,89.519997,47.906025,830200
2003-03-14,89.900002,90.120003,89.620003,89.959999,48.141537,590900
2003-03-17,90.519997,90.519997,88.860001,88.879997,47.563549,724400
2003-03-18,88.959999,89.199997,88.010002,88.040001,47.114025,415200
2003-03-19,88.040001,88.070000,87.330002,87.389999,46.766190,398400
2003-03-20,87.820000,87.949997,86.760002,87.250000,46.691254,206700
2003-03-21,86.919998,87.050003,86.050003,86.050003,46.049107,843400
2003-03-24,87.099998,87.599998,86.849998,87.410004,46.776882,373800
2003-03-25,87.650002,87.820000,86.900002,87.309998,46.723408,606400
2003-03-26,87.250000,87.650002,87.250000,87.489998,46.819710,309500
2003-03-27,87.750000,87.870003,87.330002,87.550003,46.851822,191600
2003-03-28,87.919998,88.080002,87.720001,87.750000,46.958832,253400
2003-03-31,88.300003,88.930000,88.300003,88.900002,47.574268,643800
2003-04-01,88.400002,88.790001,87.900002,88.269997,47.438850,289800
2003-04-02,87.650002,87.699997,87.279999,87.349998,46.944408,312200
2003-04-03,87.250000,87.580002,87.139999,87.300003,46.917500,245600
2003-04-04,87.059998,87.300003,86.879997,87.050003,46.783134,184900
2003-04-07,86.220001,86.860001,85.919998,86.849998,46.675663,485400
2003-04-08,87.050003,87.589996,86.989998,87.550003,47.051876,194700
2003-04-09,87.400002,87.860001,87.169998,87.809998,47.191586,102400
2003-04-10,87.750000,87.849998,87.349998,87.400002,46.971245,53300
2003-04-11,86.820000,87.320000,86.589996,87.260002,46.896034,450000
2003-04-14,87.099998,87.110001,86.709999,87.019997,46.767025,207100
2003-04-15,87.330002,87.529999,87.040001,87.489998,47.019646,128500
2003-04-16,87.529999,87.900002,87.470001,87.849998,47.213108,97700
2003-04-17,88.239998,88.400002,87.800003,87.989998,47.288345,106200
2003-04-21,87.480003,87.830002,87.260002,87.800003,47.186249,148000
2003-04-22,88.150002,88.260002,87.620003,87.750000,47.159374,299900
2003-04-23,87.779999,88.010002,87.599998,87.930000,47.256126,42700
2003-04-24,88.400002,88.989998,88.400002,88.720001,47.680668,199000
2003-04-25,88.750000,89.099998,88.680000,88.919998,47.788155,529700
2003-04-28,89.089996,89.089996,88.779999,88.779999,47.712914,80500
2003-04-29,88.529999,88.769997,88.320000,88.629997,47.632305,177500
2003-04-30,88.790001,89.519997,88.730003,89.449997,48.072979,293400
2003-05-01,89.199997,89.599998,88.800003,89.019997,48.096230,231200
2003-05-02,89.059998,89.070000,88.269997,88.320000,47.718014,231500
2003-05-05,88.309998,88.870003,88.199997,88.790001,47.971966,77700
2003-05-06,88.839996,89.400002,88.519997,89.230003,48.209732,260600
2003-05-07,90.000000,90.330002,89.820000,90.269997,48.771561,306900
2003-05-08,90.599998,90.900002,90.279999,90.489998,48.890461,437400
2003-05-09,90.300003,90.620003,90.199997,90.580002,48.939075,110000
2003-05-12,91.139999,91.190002,90.730003,91.150002,49.247017,364700
2003-05-13,90.900002,91.370003,90.830002,91.349998,49.355068,227800
2003-05-14,91.830002,92.980003,91.620003,92.750000,50.111488,1426500
2003-05-15,92.599998,93.570000,92.599998,93.040001,50.268177,810300
2003-05-16,93.480003,93.760002,92.949997,93.720001,50.635551,703900
2003-05-19,94.110001,94.239998,93.129997,93.400002,50.462681,817800
2003-05-20,93.150002,94.779999,93.120003,94.779999,51.208282,606600
2003-05-21,94.250000,95.660004,94.120003,94.769997,51.202888,1799600
2003-05-22,95.099998,95.699997,94.900002,95.610001,51.656708,576200
2003-05-23,95.769997,96.209999,95.639999,95.849998,51.786369,690600
2003-05-27,95.620003,95.709999,94.120003,94.120003,50.851665,846400
2003-05-28,93.900002,94.139999,93.309998,93.959999,50.765228,730500
2003-05-29,94.300003,94.800003,94.070000,94.779999,51.208282,508300
2003-05-30,94.449997,94.739998,93.970001,94.599998,51.111004,722200
2003-06-02,93.879997,93.879997,93.089996,93.510002,50.735573,478600
2003-06-03,93.760002,94.580002,93.709999,94.260002,51.142532,389400
2003-06-04,94.459999,94.709999,94.050003,94.540001,51.294415,394100
2003-06-05,95.199997,95.379997,93.800003,93.800003,50.892872,820900
2003-06-06,93.699997,94.150002,93.379997,94.139999,51.077343,276800
2003-06-09,94.699997,94.879997,94.269997,94.769997,51.419174,282200
2003-06-10,95.080002,95.930000,95.070000,95.900002,52.032326,534800
2003-06-11,96.250000,96.599998,95.699997,95.779999,51.967197,633600
2003-06-12,96.110001,96.730003,96.010002,96.529999,52.374149,315400
2003-06-13,96.930000,97.279999,96.760002,97.180000,52.726749,478400
2003-06-16,97.500000,97.660004,96.260002,96.260002,52.227638,789300
2003-06-17,95.970001,96.029999,95.400002,95.500000,51.815273,691600
2003-06-18,95.059998,95.059998,94.199997,94.279999,51.153305,657600
2003-06-19,93.959999,94.480003,93.500000,94.099998,51.055660,817700
2003-06-20,93.900002,94.050003,93.029999,93.750000,50.865784,561700
2003-06-23,93.820000,94.430000,93.529999,94.309998,51.169624,819900
2003-06-24,94.150002,95.180000,94.010002,95.180000,51.641644,292900
2003-06-25,95.419998,95.489998,93.449997,93.660004,50.816917,1002800
2003-06-26,93.250000,93.250000,92.120003,92.400002,50.133289,1423800
2003-06-27,92.550003,92.550003,91.550003,92.070000,49.954254,735900
2003-06-30,91.919998,92.519997,91.680000,92.500000,50.187565,541900
2003-07-01,92.150002,92.489998,91.510002,91.690002,49.938671,449000
2003-07-02,91.199997,92.070000,91.110001,91.919998,50.063946,338800
2003-07-03,91.699997,91.709999,90.599998,90.599998,49.344971,559100
2003-07-07,90.279999,90.589996,90.019997,90.019997,49.029083,465400
2003-07-08,90.430000,90.480003,89.629997,90.099998,49.072693,389600
2003-07-09,90.529999,90.690002,90.110001,90.389999,49.230648,270400
2003-07-10,90.690002,90.750000,90.120003,90.360001,49.214291,718000
2003-07-11,90.300003,90.790001,90.209999,90.790001,49.448471,389500
2003-07-14,90.680000,90.870003,89.629997,89.750000,48.882038,465900
2003-07-15,89.540001,89.860001,87.400002,87.650002,47.738281,3171100
2003-07-16,87.410004,88.720001,87.150002,88.150002,48.010628,1205400
2003-07-17,87.330002,88.040001,87.180000,87.879997,47.863541,1030600
2003-07-18,87.650002,87.959999,87.440002,87.699997,47.765495,550800
2003-07-21,87.500000,87.599998,85.650002,85.839996,46.752510,1267600
2003-07-22,85.970001,86.360001,85.440002,86.260002,46.981239,1576900
2003-07-23,86.800003,87.050003,86.400002,86.550003,47.139172,1374700
2003-07-24,85.900002,86.080002,85.550003,85.790001,46.725243,701100
2003-07-25,85.980003,86.620003,85.400002,85.559998,46.599953,1273500
2003-07-28,85.239998,85.290001,84.400002,84.410004,45.973618,1268500
2003-07-29,84.180000,85.349998,83.260002,83.260002,45.347313,2139300
2003-07-30,83.739998,84.720001,83.570000,84.199997,45.859264,1963400
2003-07-31,83.690002,83.709999,82.230003,82.949997,45.178452,4706400
2003-08-01,82.099998,82.790001,81.980003,82.510002,45.144527,3061200
2003-08-04,82.480003,83.220001,82.349998,83.220001,45.533009,1858700
2003-08-05,83.209999,83.290001,81.800003,82.029999,44.881893,2413000
2003-08-06,82.500000,83.769997,82.370003,83.650002,45.768288,2549700
2003-08-07,83.800003,84.050003,83.139999,84.000000,45.959778,1796400
2003-08-08,84.339996,84.790001,83.650002,83.660004,45.773727,2399100
2003-08-11,83.550003,83.570000,82.910004,83.239998,45.543930,1355000
2003-08-12,83.419998,83.650002,82.800003,82.849998,45.330563,1534200
2003-08-13,82.199997,82.349998,81.190002,81.250000,44.455132,2258100
2003-08-14,81.440002,82.099998,80.910004,82.050003,44.892849,1612300
2003-08-15,82.199997,82.500000,81.900002,82.000000,44.865509,515100
2003-08-18,82.300003,82.599998,82.010002,82.379997,45.073360,655300
2003-08-19,82.550003,83.650002,82.500000,83.650002,45.768288,1086500
2003-08-20,83.830002,83.870003,82.739998,83.199997,45.522053,503600
2003-08-21,83.059998,83.449997,82.419998,83.000000,45.412624,783600
2003-08-22,82.949997,83.849998,82.900002,83.370003,45.615063,413200
2003-08-25,83.320000,83.540001,82.250000,82.720001,45.259434,648200
2003-08-26,82.449997,83.370003,82.320000,83.370003,45.615063,837200
2003-08-27,83.269997,83.269997,82.610001,82.989998,45.407143,409100
2003-08-28,83.230003,83.980003,83.230003,83.849998,45.877674,557200
2003-08-29,83.940002,83.989998,83.379997,83.650002,45.768288,651100
2003-09-02,83.629997,83.650002,82.040001,82.059998,45.098858,868700
2003-09-03,82.480003,82.480003,81.879997,82.190002,45.170322,639900
2003-09-04,82.489998,82.709999,82.160004,82.650002,45.423141,562900
2003-09-05,83.400002,84.089996,83.169998,84.070000,46.203548,838000
2003-09-08,83.629997,84.449997,83.199997,83.199997,45.725395,621100
2003-09-09,83.519997,83.940002,82.919998,83.800003,46.055141,599900
2003-09-10,83.900002,84.699997,83.820000,84.650002,46.522316,1285900
2003-09-11,84.260002,84.379997,83.800003,84.099998,46.220020,859500
2003-09-12,85.019997,85.379997,84.449997,84.680000,46.538788,1375300
2003-09-15,84.500000,84.889999,84.110001,84.550003,46.467319,367100
2003-09-16,84.370003,84.500000,83.900002,84.419998,46.395874,655200
2003-09-17,84.720001,85.559998,84.480003,85.470001,46.972946,1223900
2003-09-18,85.650002,85.650002,84.830002,85.529999,47.005939,615000
2003-09-19,85.650002,86.029999,85.489998,85.629997,47.060852,869300
2003-09-22,85.000000,85.180000,84.230003,84.949997,46.687157,1126400
2003-09-23,84.879997,85.540001,84.639999,85.529999,47.005939,632100
2003-09-24,85.540001,86.489998,85.339996,86.269997,47.412628,1005300
2003-09-25,86.300003,86.720001,86.150002,86.699997,47.648960,846800
2003-09-26,86.940002,87.489998,86.820000,87.480003,48.077610,1869700
2003-09-29,87.019997,87.449997,86.660004,86.779999,47.692924,743000
2003-09-30,87.000000,88.250000,86.959999,88.220001,48.484276,1623900
2003-10-01,87.500000,87.930000,87.349998,87.519997,48.300571,931900
2003-10-02,86.839996,87.449997,86.400002,87.120003,48.079792,1194100
2003-10-03,86.050003,86.199997,85.099998,85.290001,47.069832,1451200
2003-10-06,85.120003,85.790001,85.080002,85.660004,47.273994,507200
2003-10-07,85.449997,85.570000,84.629997,84.669998,46.727673,594200
2003-10-08,84.449997,84.980003,84.349998,84.650002,46.716652,811800
2003-10-09,83.919998,84.129997,83.650002,84.050003,46.385532,1385600
2003-10-10,84.500000,84.730003,84.300003,84.550003,46.661469,256600
2003-10-13,84.349998,84.500000,84.220001,84.220001,46.479328,116300
2003-10-14,83.750000,84.099998,83.550003,83.639999,46.159233,337100
2003-10-15,83.160004,83.300003,82.849998,83.230003,45.932972,465600
2003-10-16,83.480003,83.769997,82.750000,82.900002,45.750862,564900
2003-10-17,83.080002,83.690002,83.010002,83.540001,46.104069,354500
2003-10-20,83.449997,84.150002,83.419998,83.820000,46.258587,281600
2003-10-21,84.029999,84.379997,83.849998,84.129997,46.429703,429700
2003-10-22,84.599998,85.000000,84.400002,84.949997,46.882217,798000
2003-10-23,85.000000,85.000000,84.019997,84.330002,46.540016,1055600
2003-10-24,85.000000,85.599998,84.660004,85.269997,47.058815,1412200
2003-10-27,85.150002,85.330002,84.800003,85.099998,46.964996,346900
2003-10-28,84.849998,85.690002,84.570000,85.550003,47.213326,2200300
2003-10-29,85.279999,85.349998,84.610001,84.779999,46.788380,926600
2003-10-30,84.000000,84.550003,83.800003,84.400002,46.578671,936300
2003-10-31,84.730003,85.220001,83.739998,85.190002,47.014652,887400
2003-11-03,84.559998,84.580002,84.040001,84.440002,46.791870,957700
2003-11-04,84.650002,84.970001,84.589996,84.919998,47.057922,246500
2003-11-05,84.820000,84.820000,84.260002,84.339996,46.736462,275100
2003-11-06,83.769997,83.919998,83.500000,83.550003,46.298698,861600
2003-11-07,83.120003,83.589996,83.050003,83.500000,46.271015,725700
2003-11-10,83.599998,83.839996,83.199997,83.430000,46.232201,553900
2003-11-11,83.449997,83.500000,83.360001,83.440002,46.237740,99900
2003-11-12,83.860001,84.150002,83.790001,84.050003,46.575802,321400
